,date,temperature
9217,2015-09-20,10.931666666666668
9218,2015-09-20,10.26
9219,2015-09-20,9.53
9220,2015-09-20,9.59
9221,2015-09-20,9.601666666666668
9222,2015-09-20,9.69
9223,2015-09-20,11.121666666666664
9224,2015-09-20,13.538333333333334
9225,2015-09-20,16.94666666666667
9226,2015-09-20,19.491666666666667
9227,2015-09-20,20.578333333333333
9228,2015-09-20,22.115
9229,2015-09-20,22.87333333333333
9230,2015-09-20,23.91333333333333
9231,2015-09-20,23.955
9232,2015-09-20,22.703333333333333
9233,2015-09-20,19.683333333333334
9234,2015-09-20,17.631666666666664
9235,2015-09-20,16.0
9236,2015-09-20,14.9
9237,2015-09-20,13.735
9238,2015-09-20,12.646666666666668
9239,2015-09-20,12.168333333333337
9312,2015-09-24,14.146666666666668
9313,2015-09-24,14.15
9314,2015-09-24,14.11
9315,2015-09-24,14.155
9316,2015-09-24,14.08
9317,2015-09-24,14.031666666666666
9318,2015-09-24,14.013333333333334
9319,2015-09-24,14.226666666666668
9320,2015-09-24,15.776666666666666
9321,2015-09-24,17.721666666666668
9322,2015-09-24,17.94
9323,2015-09-24,19.921666666666667
9324,2015-09-24,20.46666666666667
9325,2015-09-24,20.726666666666667
9326,2015-09-24,21.06
9327,2015-09-24,21.24833333333333
9328,2015-09-24,20.631666666666668
9329,2015-09-24,18.815
9330,2015-09-24,17.033333333333335
9331,2015-09-24,15.886666666666663
9332,2015-09-24,15.321666666666667
9333,2015-09-24,14.315
9334,2015-09-24,13.055
9335,2015-09-24,12.44
9336,2015-09-25,12.24
9337,2015-09-25,12.075
9338,2015-09-25,11.888333333333334
9339,2015-09-25,11.413333333333334
9340,2015-09-25,11.451666666666666
9341,2015-09-25,11.728333333333332
9342,2015-09-25,11.72
9343,2015-09-25,11.955
9344,2015-09-25,12.971666666666666
9345,2015-09-25,15.21
9346,2015-09-25,18.761666666666667
9347,2015-09-25,19.891666666666666
9348,2015-09-25,21.155
9349,2015-09-25,21.31833333333333
9350,2015-09-25,21.81833333333333
9351,2015-09-25,21.866666666666664
9352,2015-09-25,20.66333333333333
9353,2015-09-25,18.191666666666663
9354,2015-09-25,16.616666666666667
9355,2015-09-25,15.711666666666666
9356,2015-09-25,15.783333333333331
9357,2015-09-25,16.063333333333333
9358,2015-09-25,15.473333333333334
9359,2015-09-25,15.205
9408,2015-09-28,11.534999999999998
9409,2015-09-28,11.036666666666669
9410,2015-09-28,11.033333333333331
9411,2015-09-28,10.765
9412,2015-09-28,10.628333333333332
9413,2015-09-28,10.526666666666666
9414,2015-09-28,10.3
