,date,temperature
264,2009-06-12,13.838333333333331
265,2009-06-12,14.588333333333331
266,2009-06-12,15.11
267,2009-06-12,14.953333333333331
268,2009-06-12,14.77
269,2009-06-12,14.73
270,2009-06-12,15.181666666666668
271,2009-06-12,17.406666666666666
272,2009-06-12,20.671666666666667
273,2009-06-12,22.266666666666666
274,2009-06-12,23.7
275,2009-06-12,25.46
276,2009-06-12,27.11
277,2009-06-12,26.135
278,2009-06-12,25.506666666666664
279,2009-06-12,24.66333333333333
280,2009-06-12,24.171666666666667
281,2009-06-12,22.941666666666663
282,2009-06-12,21.211666666666662
283,2009-06-12,19.325
284,2009-06-12,18.32
285,2009-06-12,17.976666666666667
286,2009-06-12,17.551666666666666
287,2009-06-12,16.483333333333334
624,2009-06-27,13.911666666666669
625,2009-06-27,13.376666666666663
626,2009-06-27,13.176666666666668
627,2009-06-27,12.845
628,2009-06-27,12.531666666666666
629,2009-06-27,12.673333333333332
630,2009-06-27,14.448333333333332
631,2009-06-27,17.668333333333333
632,2009-06-27,20.286666666666665
633,2009-06-27,21.996666666666663
634,2009-06-27,24.166666666666668
635,2009-06-27,26.08
636,2009-06-27,27.17333333333333
637,2009-06-27,28.06
638,2009-06-27,28.995
639,2009-06-27,27.451666666666668
640,2009-06-27,25.945000000000004
641,2009-06-27,25.65333333333333
642,2009-06-27,25.24833333333333
643,2009-06-27,24.536666666666665
644,2009-06-27,22.025
645,2009-06-27,19.281666666666663
646,2009-06-27,17.89
647,2009-06-27,17.52
672,2009-06-29,17.211666666666666
673,2009-06-29,16.706666666666667
674,2009-06-29,16.285
675,2009-06-29,15.976666666666668
676,2009-06-29,15.793333333333337
677,2009-06-29,16.208333333333332
678,2009-06-29,17.528333333333332
679,2009-06-29,19.526666666666667
680,2009-06-29,23.166666666666668
681,2009-06-29,26.46666666666667
682,2009-06-29,28.718333333333334
683,2009-06-29,30.76
684,2009-06-29,32.401666666666664
685,2009-06-29,33.35666666666666
686,2009-06-29,32.915
687,2009-06-29,32.20666666666667
688,2009-06-29,31.21166666666667
689,2009-06-29,29.203333333333333
690,2009-06-29,26.81
691,2009-06-29,24.455
692,2009-06-29,21.9
693,2009-06-29,21.093333333333334
694,2009-06-29,20.585
695,2009-06-29,20.32333333333333
960,2009-07-11,13.315
961,2009-07-11,12.888333333333334
962,2009-07-11,12.558333333333332
963,2009-07-11,11.906666666666666
964,2009-07-11,11.871666666666668
965,2009-07-11,11.87
966,2009-07-11,13.218333333333334
967,2009-07-11,16.273333333333333
968,2009-07-11,19.815
969,2009-07-11,22.365
970,2009-07-11,24.671666666666667
971,2009-07-11,27.04833333333333
972,2009-07-11,29.06
973,2009-07-11,28.94833333333333
974,2009-07-11,26.49833333333333
975,2009-07-11,25.69666666666667
976,2009-07-11,25.290000000000003
977,2009-07-11,24.473333333333333
978,2009-07-11,23.96
979,2009-07-11,21.926666666666662
980,2009-07-11,20.08833333333333
981,2009-07-11,17.691666666666666
982,2009-07-11,16.436666666666667
983,2009-07-11,15.833333333333334
1176,2009-07-20,15.308333333333332
1177,2009-07-20,15.016666666666666
1178,2009-07-20,14.811666666666667
1179,2009-07-20,14.565
1180,2009-07-20,14.418333333333337
1181,2009-07-20,14.590000000000002
1182,2009-07-20,16.06
1183,2009-07-20,18.955
1184,2009-07-20,21.725
1185,2009-07-20,24.926666666666662
1186,2009-07-20,27.395
1187,2009-07-20,29.08666666666667
1188,2009-07-20,30.79833333333333
1189,2009-07-20,30.831666666666667
1190,2009-07-20,28.046666666666667
1191,2009-07-20,27.495
1192,2009-07-20,26.07333333333333
1193,2009-07-20,25.71
1194,2009-07-20,23.71166666666667
1195,2009-07-20,21.335
1196,2009-07-20,20.493333333333336
1197,2009-07-20,20.25333333333333
1198,2009-07-20,21.01333333333333
1199,2009-07-20,20.185
1224,2009-07-22,18.51333333333333
1225,2009-07-22,18.988333333333333
1226,2009-07-22,18.69666666666667
1227,2009-07-22,17.826666666666664
1228,2009-07-22,18.061666666666667
1229,2009-07-22,18.21
1230,2009-07-22,19.006666666666664
1231,2009-07-22,20.886666666666667
1232,2009-07-22,22.62166666666667
1233,2009-07-22,24.348333333333333
1234,2009-07-22,26.913333333333338
1235,2009-07-22,29.641666666666666
1236,2009-07-22,33.705
1237,2009-07-22,29.286666666666665
1238,2009-07-22,23.50333333333333
1239,2009-07-22,24.035
1240,2009-07-22,22.751666666666665
1241,2009-07-22,23.44833333333333
1242,2009-07-22,23.505
1243,2009-07-22,22.451666666666668
1244,2009-07-22,21.035
1245,2009-07-22,19.671666666666667
1246,2009-07-22,18.88833333333333
1247,2009-07-22,18.891666666666666
1512,2009-08-03,16.341666666666665
1513,2009-08-03,16.221666666666668
1514,2009-08-03,16.065
1515,2009-08-03,16.05
1516,2009-08-03,15.816666666666668
1517,2009-08-03,15.518333333333333
1518,2009-08-03,15.908333333333331
1519,2009-08-03,17.788333333333334
1520,2009-08-03,19.60833333333333
1521,2009-08-03,21.183333333333334
1522,2009-08-03,23.308333333333334
1523,2009-08-03,23.203333333333333
1524,2009-08-03,25.16
1525,2009-08-03,25.166666666666668
1526,2009-08-03,26.305
1527,2009-08-03,25.55333333333333
1528,2009-08-03,25.186666666666667
1529,2009-08-03,24.926666666666662
1530,2009-08-03,23.955
1531,2009-08-03,22.09166666666667
1532,2009-08-03,19.183333333333334
1533,2009-08-03,17.273333333333333
1534,2009-08-03,16.24
1535,2009-08-03,15.816666666666668
1992,2009-08-23,15.616666666666667
1993,2009-08-23,15.448333333333332
1994,2009-08-23,15.11
